Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.14,0,0.4340257490746144621548805770,0.434025749074614,0.423130856432252,0.434025749074614,0.423130856432252,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,18262130
0.15,0,0.4325155873403244487345457236,0.432515587340324,0.421620694697962,0.432515587340324,0.421620694697962,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,19566560
0.16,0,0.4309698084846757047396842863,0.430969808484676,0.420074915842313,0.430969808484676,0.420074915842313,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,20871000
0.17,0,0.4294105967295587311840516271,0.429410596729559,0.418515704087196,0.429410596729559,0.418515704087196,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,22175440
0.18,0,0.4278532089896362224952264927,0.427853208989636,0.416958316347273,0.427853208989636,0.416958316347273,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,23479880
0.19,0,0.4263082012673117813982905126,0.426308201267312,0.415413308624949,0.426308201267312,0.415413308624949,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,24784310
0.20,0,0.4247828087555535626048250938,0.424782808755554,0.413887916113191,0.424782808755554,0.413887916113191,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,26088750
0.21,0,0.4232819276776207265545202888,0.423281927677621,0.412387035035258,0.423281927677621,0.412387035035258,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,27393190
0.22,0,0.4218087983013041761146731693,0.421808798301304,0.410913905658941,0.421808798301304,0.410913905658941,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,28697630
0.23,0,0.4203655038364334454571952923,0.420365503836433,0.409470611194071,0.420365503836433,0.409470611194071,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,30002060
0.24,0,0.4189531873978695015385150595,0.41895318739787,0.408058294755507,0.41895318739787,0.408058294755507,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,31306500
0.25,0,0.4175724211907050765749525167,0.417572421190705,0.406677528548342,0.417572421190705,0.406677528548342,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,32610940
0.26,0,0.4164364794346726376804587531,0.416436479434673,0.40554158679231,0.416436479434673,0.40554158679231,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,33915380
0.27,0,0.4153328581050013009410149733,0.415332858105001,0.404437965462638,0.415332858105001,0.404437965462638,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,35219820
0.28,0,0.4142609411928002414337847402,0.4142609411928,0.403366048550437,0.4142609411928,0.403366048550437,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,36524250
0.29,0,0.4132199420734794086168535390,0.413219942073479,0.402325049431117,0.413219942073479,0.402325049431117,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,37828690
0.30,0,0.4122090225831007078544745093,0.412209022583101,0.401314129940738,0.412209022583101,0.401314129940738,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,39133130
0.31,0,0.4112273195306910121939607572,0.411227319530691,0.400332426888328,0.411227319530691,0.400332426888328,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,40437560
0.32,0,0.4102738405529604948529083837,0.41027384055296,0.399378947910598,0.41027384055296,0.399378947910598,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,41742000
0.33,0,0.4093476825536733029143386066,0.409347682553673,0.398452789911311,0.409347682553673,0.398452789911311,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,43046440
0.34,0,0.4084479272872463390572798447,0.408447927287246,0.397553034644884,0.408447927287246,0.397553034644884,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,44350880
0.35,0,0.4075736457527713642402141216,0.407573645752771,0.396678753110409,0.407573645752771,0.396678753110409,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,45655310
0.36,0,0.4067239132967118681195896860,0.406723913296712,0.395829020654349,0.406723913296712,0.395829020654349,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,46959750
0.37,0,0.4058978688944027041357650962,0.405897868894403,0.39500297625204,0.405897868894403,0.39500297625204,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,48264190
0.38,0,0.4050946860484221523612724661,0.405094686048422,0.394199793406059,0.405094686048422,0.394199793406059,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,49568620
0.39,0,0.4043135023405034613100999316,0.404313502340503,0.393418609698141,0.404313502340503,0.393418609698141,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,50873060
0.40,0,0.4035535465879322022979962247,0.403553546587932,0.392658653945569,0.403553546587932,0.392658653945569,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,52177500
0.41,0,0.4028140682198609361754651583,0.402814068219861,0.391919175577498,0.402814068219861,0.391919175577498,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,53481940
0.42,0,0.4020943340806297179598538517,0.40209433408063,0.391199441438267,0.40209433408063,0.391199441438267,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,54786370
0.43,0,0.4013935975674047496715065300,0.401393597567405,0.390498704925042,0.401393597567405,0.390498704925042,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,56090820
0.44,0,0.4007112601128534171544156891,0.400711260112853,0.389816367470491,0.400711260112853,0.389816367470491,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,57395250
0.45,0,0.4000466152312837609981209300,0.400046615231284,0.389151722588921,0.400046615231284,0.389151722588921,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,58699690
0.46,0,0.3993990933080046842177084448,0.399399093308005,0.388504200665642,0.399399093308005,0.388504200665642,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,60004130
0.47,0,0.3987681357805101446879386769,0.39876813578051,0.387873243138147,0.39876813578051,0.387873243138147,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,61308560
0.48,0,0.3981882190355402536008209731,0.39818821903554,0.387293326393178,0.39818821903554,0.387293326393178,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,62613000
0.49,0,0.3976266823142782840759499198,0.397626682314278,0.386731789671916,0.397626682314278,0.386731789671916,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,63917440
0.50,0,0.3970827415270798445034047586,0.39708274152708,0.386187848884717,0.39708274152708,0.386187848884717,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,65221880
0.51,0,0.3965556829906358034773818622,0.396555682990636,0.385660790348273,0.396555682990636,0.385660790348273,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,66526310
0.52,0,0.3960448054336633114496820420,0.396044805433663,0.385149912791301,0.396044805433663,0.385149912791301,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,67830750
0.53,0,0.3955494697179408048573457890,0.395549469717941,0.384654577075578,0.395549469717941,0.384654577075578,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,69135180
0.54,0,0.3950690799577280933076018941,0.395069079957728,0.384174187315365,0.395069079957728,0.384174187315365,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,70439630
0.55,0,0.3946030379218856736797411954,0.394603037921886,0.383708145279523,0.394603037921886,0.383708145279523,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,71744060
0.56,0,0.3941508200805007375235071152,0.394150820080501,0.383255927438138,0.394150820080501,0.383255927438138,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,73048500
0.57,0,0.3939656833911654895832034442,0.393965683391166,0.383070790748803,0.393965683391166,0.383070790748803,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,74352940
0.58,0,0.3941092166023900923559689052,0.39410921660239,0.383214323960027,0.39410921660239,0.383214323960027,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,75657380
0.59,0,0.3942528677997641836019048621,0.394252867799764,0.383136284312413,0.394252867799764,0.383136284312413,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,76961810
0.60,0,0.3943966255157584484181833856,0.394396625515758,0.383058351183418,0.394396625515758,0.383058351183418,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,78266260
0.61,0,0.3949295944865709925283111342,0.394929594486571,0.383369629309242,0.394929594486571,0.383369629309242,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,79570690
0.62,0,0.3954486609478017412786629196,0.395448660947802,0.383667004925484,0.395448660947802,0.383667004925484,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,80875130
0.63,0,0.3959678277407346921113766753,0.395967827740735,0.383964480873428,0.395967827740735,0.383964480873428,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,82179560
0.64,0,0.3964870542878891589026046064,0.396487054287889,0.384262016575594,0.396487054287889,0.384262016575594,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,83484000
0.65,0,0.3970063600724506557676777679,0.397006360072451,0.384559631515167,0.397006360072451,0.384559631515167,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,84788430
0.66,0,0.3975257445613751393752863816,0.397525744561375,0.384857325159103,0.397525744561375,0.384857325159103,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,86092880
0.67,0,0.3980451872053629491127586702,0.398045187205363,0.385155076958102,0.398045187205363,0.385155076958102,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,87397310
0.68,0,0.3985647074965012491028738666,0.398564707496501,0.385452906404251,0.398564707496501,0.385452906404251,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,88701750
0.69,0,0.3990843049105785621689292220,0.399084304910579,0.38575081297334,0.399084304910579,0.38575081297334,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,90006190
0.70,0,0.3996039589070697213577564822,0.39960395890707,0.386048776124843,0.39960395890707,0.386048776124843,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,91310620
0.71,0,0.4001237090059848264881757076,0.400123709005985,0.386346835378769,0.400123709005985,0.386346835378769,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,92615060
0.72,0,0.4006435146533187173842096444,0.400643514653319,0.386644950181114,0.400643514653319,0.386644950181114,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,93919500
0.73,0,0.4011633953555657808622411318,0.401163395355566,0.386943140038372,0.401163395355566,0.386943140038372,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,95223940
0.74,0,0.4016833305835977615044926181,0.401683330583598,0.387241384421416,0.401683330583598,0.387241384421416,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,96528380
0.75,0,0.4022033598687432968674266614,0.402203359868743,0.387539722861572,0.402203359868743,0.387539722861572,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,97832820
0.76,0,0.4027234426682364450085450085,0.402723442668236,0.387838114816077,0.402723442668236,0.387838114816077,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,99137250
0.77,0,0.4032435984997232115286389468,0.403243598499723,0.388136579802575,0.403243598499723,0.388136579802575,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,100441700
0.78,0,0.4037638068451521531158370491,0.403763806845152,0.388435097303015,0.403763806845152,0.388435097303015,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,101746100
0.79,0,0.4042840872276297526261354609,0.40428408722763,0.388733686840504,0.40428408722763,0.388733686840504,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,103050600
0.80,0,0.4048044391537412515805413773,0.404804439153741,0.389032347921627,0.404804439153741,0.389032347921627,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,104355000
0.81,0,0.4053248466650378431009201059,0.405324846665038,0.389331064587935,0.405324846665038,0.389331064587935,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,105659400
0.82,0,0.4058453201896646054498245535,0.405845320189665,0.389629847267573,0.405845320189665,0.389629847267573,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,106963900
0.83,0,0.4063658637936949172982069311,0.406365863793695,0.389928700026614,0.406365863793695,0.389928700026614,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,108268300
0.84,0,0.4068864569751040878906975892,0.406886456975104,0.390227602363035,0.406886456975104,0.390227602363035,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,109572700
0.85,0,0.4074071192729133747688333191,0.407407119272913,0.390526573815856,0.407407119272913,0.390526573815856,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,110877200
0.86,0,0.4079278502095096005617855367,0.40792785020951,0.390825613907463,0.40792785020951,0.390825613907463,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,112181600
0.87,0,0.4084486493098484661051705049,0.408448649309848,0.391124722162813,0.408448649309848,0.391124722162813,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,113486100
0.88,0,0.4089694760629987616532324371,0.408969476062999,0.391423858070975,0.408969476062999,0.391423858070975,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,114790500
0.89,0,0.4094903700374394979766224509,0.40949037003744,0.391723061200427,0.40949037003744,0.391723061200427,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,116094900
0.90,0,0.4100113307657235883657455126,0.410011330765724,0.392022331083722,0.410011330765724,0.392022331083722,0,0,0,0,7.043433546418624,148.49659979467400763888862682,148.49659979467400763888862682,117399400
0.91,0,0.41279940781493,0.412799407814931,0.394688082935091,0.412799407814931,0.394688082935091,0,0,0,0,7.37524620080766,149.73483139381,149.038338515718,118703800
0.92,0,0.421163638962551,0.421163638962552,0.402685338489199,0.421163638962552,0.402685338489199,0,0,0,0,7.70705885519669,150.973062992946,149.580077236761,120008300
0.93,0,0.441435757923824,0.441435757923824,0.422178624490969,0.441435757923824,0.422178624490969,0,0,0,0,8.03887150958573,152.211294592081,150.121815957805,121312700
0.94,0,0.469433649124936,0.469433649124936,0.449169313163348,0.469433649124936,0.449169313163348,0,0,0,0,8.37068416397476,153.449526191217,150.663554678848,122617100
0.95,0,0.497431540326049,0.497431540326049,0.476160001835727,0.497431540326049,0.476160001835727,0,0,0,0,8.70249681836379,154.687757790353,151.205293399892,123921600
0.96,0,0.525429431527162,0.525429431527162,0.503150690508106,0.525429431527162,0.503150690508106,0,0,0,0,9.03430947275282,155.925989389489,151.747032120935,125226000
0.97,0,0.553427322728275,0.553427322728275,0.530141379180484,0.553427322728275,0.530141379180484,0,0,0,0,9.36612212714186,157.164220988624,152.288770841979,126530400
0.98,0,0.581425213929388,0.581425213929388,0.557132067852863,0.581425213929388,0.557132067852863,0,0,0,0,9.69793478153089,158.40245258776,152.830509563023,127834900
0.99,0,0.609423105130501,0.609423105130501,0.584122756525242,0.609423105130501,0.584122756525242,0,0,0,0,10.0297474359199,159.640684186896,153.372248284066,129139300
1.00,0,0.637420996331614,0.637420996331614,0.611113445197621,0.637420996331614,0.611113445197621,0,0,0,0,10.361560090309,160.878915786032,153.91398700511,130443800
1.01,0,0.665418887532727,0.665418887532727,0.63810413387,0.665418887532727,0.63810413387,0,0,0,0,10.693372744698,162.117147385168,154.455725726153,131748200
1.02,0,0.69341677873384,0.69341677873384,0.665094822542378,0.69341677873384,0.665094822542378,0,0,0,0,11.025185399087,163.355378984303,154.997464447197,133052600
1.03,0,0.721414669934953,0.721414669934953,0.692085511214757,0.721414669934953,0.692085511214757,0,0,0,0,11.3569980534761,164.593610583439,155.53920316824,134357100
1.04,0,0.749412561136066,0.749412561136066,0.719076199887136,0.749412561136066,0.719076199887136,0,0,0,0,11.6888107078651,165.831842182575,156.080941889284,135661500
1.05,0,0.7774104523371793133361438882,0.777410452337179,0.746066888559515,0.777410452337179,0.746066888559515,0,0,0,0,12.020623362254129554466638746,167.07007378171078532015831395,156.62268061032755981899698277,136965900
1.06,0,0.7749768199742526425054854075,0.774976819974253,0.743766039776074,0.774976819974253,0.743766039776074,0,0,0,0,12.149975550966840355773549476,167.55316927441918756416610619,157.11994569343218196742193455,138270400
1.07,0,0.7727789031820727538510626235,0.772778903182073,0.741700906563381,0.772778903182073,0.741700906563381,0,0,0,0,12.264464466364254141827238374,167.96371119312369463305814556,157.54617180809782105727223248,139574800
1.08,0,0.7707556046853719048601027455,0.770755604685372,0.739810391646166,0.770755604685372,0.739810391646166,0,0,0,0,12.367512118243216672813686308,168.3197098192727175772658481,157.91870671164407549743362338,140879300
1.09,0,0.7688696888152466594816997117,0.768869688815247,0.738057259355527,0.768869688815247,0.738057259355527,0,0,0,0,12.461507150029939908665535036,168.63386183461425300877460021,158.24977478397746757458815399,142183700
1.10,0,0.7670971251328846969609004844,0.767097125132885,0.736417479252651,0.767097125132885,0.736417479252651,0,0,0,0,12.548173181120887221849164076,168.91483605742328422231697394,158.54781056101414816397783495,143488100
1.11,0,0.7654210700354751482500190851,0.765421070035475,0.734874207734728,0.765421070035475,0.734874207734728,0,0,0,0,12.628789833830672231570848953,169.16904119962228857169126108,158.8190594403268872120924922,144792600
1.12,0,0.7638294436529421981616279031,0.763829443652942,0.733415364931681,0.763829443652942,0.733415364931681,0,0,0,0,12.704330840589779735026659223,169.40121617910115276321002303,159.06816647316720915192660602,146097000
1.13,0,0.7623132049519122811739775692,0.762313204951912,0.732031909810137,0.762313204951912,0.732031909810137,0,0,0,0,12.775554788645422589024083685,169.6150868401290674388390915,159.29878033545351676931677197,147401400
1.14,0,0.7608651869554499148312801198,0.76086518695545,0.730716675393161,0.76086518695545,0.730716675393161,0,0,0,0,12.843062980886200297026060778,169.81341846671607227300191149,159.51364298550887841798466026,148705900
1.15,0,0.7594799480184411217121639312,0.759479948018441,0.729464220035638,0.759479948018441,0.729464220035638,0,0,0,0,12.907338247916159443441583193,169.99848120613043561325019114,159.71499753169046442658699088,150010300
1.16,0,0.7577049459274104390757463186,0.75770494592741,0.727822001524094,0.75770494592741,0.727822001524094,0,0,0,0,12.968776674592136769334802642,170.17212350187023911970616654,159.90467382460852860012407644,151314800
1.17,0,0.7559969785107485446788600398,0.755996978510749,0.726246817686918,0.755996978510749,0.726246817686918,0,0,0,0,13.000049632292842990533502579,170.23599747717314113761763625,159.9812537172337624311191768,152619200
1.18,0,0.7543708744819979387376518526,0.754370874481998,0.724753497237653,0.754370874481998,0.724753497237653,0,0,0,0,12.993181485009536788490415477,170.16257605400791970059016503,159.91620515734325464281006206,153923600
1.19,0,0.7527998157911397319117376502,0.75279981579114,0.723315222126281,0.75279981579114,0.723315222126281,0,0,0,0,12.98566661832806111315503667,170.08749477105010717951236602,159.84930772982673463026492831,155228100
1.20,0,0.7512563613711914335649308503,0.751256361371192,0.721818241946306,0.751256361371192,0.721818241946306,0,0,0,0,12.977587506229104483665758274,170.01098590631901770436099151,159.78081593196326473007347015,156532500
1.21,0,0.7497720048930572971625818472,0.749772004893057,0.720333885468172,0.749772004893057,0.720333885468172,0,0,0,0,12.969012751986735249887629255,169.9334062244386405046530264,159.71107418763116171741488418,157836900
1.22,0,0.7483436576642767326522025358,0.748343657664277,0.718905538239391,0.748343657664277,0.718905538239391,0,0,0,0,12.960001120353741883965806611,169.85474202581727324704631028,159.6401182378076985879383899,159141400
1.23,0,0.7469686241039872595470746452,0.746968624103987,0.717530504679102,0.746968624103987,0.717530504679102,0,0,0,0,12.950603009880506314092918823,169.77520915408863552041056468,159.56816347394040193518254161,160445800
1.24,0,0.7456446345700718752730127957,0.745644634570072,0.716206515145186,0.745644634570072,0.716206515145186,0,0,0,0,12.94085899657086682138391288,169.69499204744146658520617946,159.49539192043540720461985503,161750300
1.25,0,0.7443696844121369815773613766,0.744369684412137,0.714931564987252,0.744369684412137,0.714931564987252,0,0,0,0,12.930807298849087865365761656,169.6141027209596801841918204,159.4218437465259866524593713,163054700
1.26,0,0.7431419729341826933837866170,0.743141972934183,0.713703853509297,0.743141972934183,0.713703853509297,0,0,0,0,12.920479070016744339856042642,169.532695486349819522752554,159.34766894915991185885597213,164359100
1.27,0,0.7419596477114480434928911101,0.741959647711448,0.712521528286563,0.741959647711448,0.712521528286563,0,0,0,0,12.909901711802799785327782963,169.45083431784515238405939306,159.27294121317211204684497454,165663600
1.28,0,0.7408214392279744268156834756,0.740821439227974,0.711383319803089,0.740821439227974,0.711383319803089,0,0,0,0,12.899099469272076636071587239,169.36848762043317056776619673,159.19765420935788962695429871,166968000
1.29,0,0.7397257166372334983431408979,0.739725716637234,0.710287597212348,0.739725716637234,0.710287597212348,0,0,0,0,12.888092955091391005651112619,169.28586850543178038357802955,159.12199712570121397547858747,168272400
1.30,0,0.7386711338892492733491639678,0.738671133889249,0.709233014464364,0.738671133889249,0.709233014464364,0,0,0,0,12.876901008593013351449046823,169.20301569571667245244624492,159.04601628555656295455178002,169576900
1.31,0,0.7376565917958864037752836494,0.737656591795886,0.708218472371001,0.737656591795886,0.708218472371001,0,0,0,0,12.865540421421054412349861627,169.11979023542400126618210719,158.96961240711581040928908791,170881300
1.32,0,0.7366808245039737919234279514,0.736680824503974,0.707242705079088,0.736680824503974,0.707242705079088,0,0,0,0,12.854024865453275269299611283,169.03638990728675756221024008,158.89295663763526355031859063,172185800
1.33,0,0.7357426571883677744190338601,0.735742657188368,0.706304537763482,0.735742657188368,0.706304537763482,0,0,0,0,12.842368315865504615946980544,168.95275386405887190832879363,158.81601076319527564527780496,173490200
1.34,0,0.7348410572639035877899973614,0.734841057263904,0.705402937839018,0.734841057263904,0.705402937839018,0,0,0,0,12.830581270356533046717234446,168.86898481969180076169469785,158.73886631715782499248717447,174794600
1.35,0,0.7339750328152055555334030094,0.733975032815206,0.70453691339032,0.733975032815206,0.70453691339032,0,0,0,0,12.818674231584959129077216463,168.78509692437224138577297079,158.66154307108480242155889324,176099100
1.36,0,0.7331435472998923090548487371,0.733143547299892,0.703705427875007,0.733143547299892,0.703705427875007,0,0,0,0,12.80665704700632309714863847,168.70102348965692474560219248,158.58399484422245661769081099,177403500
1.37,0,0.7323457465327996293638036811,0.7323457465328,0.702907627107914,0.7323457465328,0.702907627107914,0,0,0,0,12.79453780208743328424123728,168.61685822988072548986387604,158.50630391841909351599851798,178707900
1.38,0,0.7315805711066764670195780444,0.731580571106676,0.702142451681791,0.731580571106676,0.702142451681791,0,0,0,0,12.782323164688315212586069343,168.53260945479279105682224852,158.42848229770888317454103274,180012400
1.39,0,0.7308473406921086076246685061,0.730847340692109,0.701409221267223,0.730847340692109,0.701409221267223,0,0,0,0,12.77002143143889621549287147,168.4482922706664778645164565,158.35054876991083128307086835,181316800
1.40,0,0.7301450127399720899593290121,0.730145012739972,0.700706893315087,0.730145012739972,0.700706893315087,0,0,0,0,12.75763697784109309455019901,168.36390383581628598577711666,158.27250450302842202821909288,182621200
1.41,0,0.7294729836243111626014539549,0.729472983624311,0.700034864199426,0.729472983624311,0.700034864199426,0,0,0,0,12.745176802963321183067788777,168.27945914864440841502082308,158.19436716961380860412651874,183925700
1.42,0,0.7288303966003385307755162085,0.728830396600339,0.699392277175453,0.728830396600339,0.699392277175453,0,0,0,0,12.732645141935922156452354842,168.19487138340015412869891325,158.11606994627149408408376489,185230100
1.43,0,0.7282164508105118953681910488,0.728216450810512,0.698778331385626,0.728216450810512,0.698778331385626,0,0,0,0,12.720046759019463302777846991,168.11031548096843392794769485,158.03775803151050919016353613,186534600
1.44,0,0.7276304597574285647323688914,0.727630459757429,0.698192340332543,0.727630459757429,0.698192340332543,0,0,0,0,12.701598559017447078521507369,168.02571029231772339199112228,157.97866049617845964546821008,187839000
1.45,0,0.7270717385483224669395979844,0.727071738548322,0.697633619123437,0.727071738548322,0.697633619123437,0,0,0,0,12.679891960245191978006212399,167.94105838507334455221594848,157.93014723594041528165802681,189143400
